     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     3.800,     0.263,    0.0000
     3.800,     0.263,    0.0000
     3.800,     0.263,    0.0000
     3.800,     0.263,    0.0000
     3.800,     0.263,    0.0000
     9.000,     0.202,    0.0000
     9.000,     0.202,    0.0129
     9.000,     0.202,    0.0209
     9.000,     0.202,    0.0288
     9.000,     0.202,    0.0368
     9.900,     0.159,    0.0448
     9.900,     0.159,    0.0596
     9.900,     0.159,    0.0745
     9.900,     0.159,    0.0894
     9.900,     0.159,    0.1043
    16.300,     0.128,    0.1192
    16.300,     0.128,    0.1546
    16.300,     0.128,    0.1900
    16.300,     0.128,    0.2254
    16.300,     0.128,    0.2608
    19.800,     0.106,    0.2962
    19.800,     0.106,    0.3530
    19.800,     0.106,    0.4099
    19.800,     0.106,    0.4668
    19.800,     0.106,    0.5236
    25.900,     0.090,    0.5805
    25.900,     0.090,    0.6733
    25.900,     0.090,    0.7660
    25.900,     0.090,    0.8588
    25.900,     0.090,    0.9516
    30.700,     0.079,    1.0444
    30.700,     0.079,    1.1743
    30.700,     0.079,    1.3043
    30.700,     0.079,    1.4343
    30.700,     0.079,    1.5643
    35.200,     0.071,    1.6943
    35.200,     0.071,    1.8624
    35.200,     0.071,    2.0306
    35.200,     0.071,    2.1987
    35.200,     0.071,    2.3668
    43.000,     0.065,    2.5350
    43.000,     0.065,    2.7641
    43.000,     0.065,    2.9932
    43.000,     0.065,    3.2223
    43.000,     0.065,    3.4514
    48.000,     0.061,    3.6805
    48.000,     0.061,    3.9528
    48.000,     0.061,    4.2250
    48.000,     0.061,    4.4972
    48.000,     0.061,    4.7695
    25.300,     0.058,    5.0417
    25.300,     0.058,    5.1217
    25.300,     0.058,    5.2017
    25.300,     0.058,    5.2817
    25.300,     0.058,    5.3617
    24.000,     0.055,    5.4417
    24.000,     0.055,    5.5034
    24.000,     0.055,    5.5652
    24.000,     0.055,    5.6269
    24.000,     0.055,    5.6886
    12.800,     0.054,    5.7504
    12.800,     0.054,    5.7136
    12.800,     0.054,    5.6768
    12.800,     0.054,    5.6400
    12.800,     0.054,    5.6032
    11.200,     0.053,    5.5664
    11.200,     0.053,    5.5217
    11.200,     0.053,    5.4771
    11.200,     0.053,    5.4324
    11.200,     0.053,    5.3877
     4.800,     0.052,    5.3430
     4.800,     0.052,    5.2545
     4.800,     0.052,    5.1659
     4.800,     0.052,    5.0774
     4.800,     0.052,    4.9888
     2.200,     0.051,    4.9003
     2.200,     0.051,    4.8052
     2.200,     0.051,    4.7101
     2.200,     0.051,    4.6150
     2.200,     0.051,    4.5200
     1.600,     0.051,    4.4249
     1.600,     0.051,    4.3394
     1.600,     0.051,    4.2540
     1.600,     0.051,    4.1685
     1.600,     0.051,    4.0830
     0.000,     0.051,    3.9976
     0.000,     0.051,    3.9132
     0.000,     0.051,    3.8289
     0.000,     0.051,    3.7446
     0.000,     0.051,    3.6603
     0.000,     0.051,    3.5760
     0.000,     0.051,    3.5036
     0.000,     0.051,    3.4312
     0.000,     0.051,    3.3588
     0.000,     0.051,    3.2864
     0.000,     0.050,    3.2140
     0.000,     0.050,    3.1514
     0.000,     0.050,    3.0889
     0.000,     0.050,    3.0263
     0.000,     0.050,    2.9637
     0.000,     0.050,    2.9012
     0.000,     0.050,    2.8468
     0.000,     0.050,    2.7924
     0.000,     0.050,    2.7380
     0.000,     0.050,    2.6836
     0.000,     0.050,    2.6292
     0.000,     0.050,    2.5817
     0.000,     0.050,    2.5342
     0.000,     0.050,    2.4866
     0.000,     0.050,    2.4391
     0.000,     0.050,    2.3916
     0.000,     0.050,    2.3498
     0.000,     0.050,    2.3081
     0.000,     0.050,    2.2663
     0.000,     0.050,    2.2246
